LOCATION,Country,INDICATOR,Indicator,SEX,Sex,AGE,Age,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,9,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,9.300000191,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,8.699999809,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,7.400000095,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,6.599999905,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,6.699999809,,
LUX,Luxembourg,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,6.099999905,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,14,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,10.60000038,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,5.699999809,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,4,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,5.400000095,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,6.400000095,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,9.600000382,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,9.600000382,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,9,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,10.19999981,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,10.80000019,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,14.60000038,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,14.89999962,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,13.60000038,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,11.30000019,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,11.30000019,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,12.89999962,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,13.60000038,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,12.60000038,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,14,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,13.69999981,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,13.5,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,12.5,,
MEX,Mexico,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,12,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,2.299999952,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,2.299999952,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,2.5,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,2.900000095,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,3.700000048,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,4.599999905,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,4.900000095,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,5.099999905,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,5.5,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,6.599999905,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,7,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,6.900000095,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,6.800000191,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,7.099999905,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,7.599999905,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,7.699999809,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,7.599999905,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,7.199999809,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,7,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,7,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,7.5,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,8.199999809,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,8.5,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,8.300000191,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,8.300000191,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,8.5,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,8.800000191,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,9.100000382,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,9.399999619,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,9.300000191,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,9,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,8.699999809,,
NLD,Netherlands,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,8.699999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,7.199999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,8.100000382,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,8.199999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,7.400000095,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,5.5,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,6.099999905,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,4.599999905,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,4.599999905,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,5.300000191,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,6.599999905,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,8.399999619,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,7.199999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,8.399999619,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,8.199999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,9.899999619,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,10.39999962,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,10.89999962,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,11.10000038,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,11.60000038,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,12.89999962,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,12.69999981,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,13.19999981,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,12.10000038,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,11.89999962,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,9.699999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,8.300000191,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,8.199999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,9.199999809,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,10.19999981,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,11.30000019,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,11.60000038,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,11.80000019,,
NZL,New Zealand,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,11.19999981,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,1.899999976,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,2.200000048,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,2.099999905,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,2.700000048,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,2.700000048,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,2.900000095,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,2.5,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,3,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,3.799999952,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,5.099999905,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,6.900000095,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,7.099999905,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,7.599999905,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,7.199999809,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,7.599999905,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,7.199999809,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,7.400000095,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,7.199999809,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,7.800000191,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,7.400000095,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,8.399999619,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,9.399999619,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,9.399999619,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,9.5,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,8.899999619,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,9.100000382,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,8.5,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,8.100000382,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,8.399999619,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,8.899999619,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,9.300000191,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,9.300000191,,
NOR,Norway,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,9,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,4.199999809,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,4.300000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,4.599999905,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,4.800000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,5.099999905,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,5.400000095,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,5.699999809,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,6,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,6.300000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,6.599999905,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,6.800000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,7,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,7.300000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,7.599999905,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,8,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,8.300000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,8.5,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,8.5,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,8.5,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,8.5,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,8.600000382,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,8.699999809,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,8.899999619,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,9.100000382,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,9.199999809,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,9.300000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,9.300000191,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,9.600000382,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,9.899999619,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,10,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,9.899999619,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,9.699999809,,
OECD,OECD - Total,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,9.5,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1985,1985,PC,Percentage,0,Units,,,5.800000191,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1986,1986,PC,Percentage,0,Units,,,9.100000382,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1987,1987,PC,Percentage,0,Units,,,10.69999981,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1988,1988,PC,Percentage,0,Units,,,14.80000019,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1989,1989,PC,Percentage,0,Units,,,13,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1990,1990,PC,Percentage,0,Units,,,16.5,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1991,1991,PC,Percentage,0,Units,,,16.5,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1992,1992,PC,Percentage,0,Units,,,17.70000076,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1993,1993,PC,Percentage,0,Units,,,13.69999981,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1994,1994,PC,Percentage,0,Units,,,10.89999962,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1995,1995,PC,Percentage,0,Units,,,11.30000019,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1996,1996,PC,Percentage,0,Units,,,12.19999981,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1997,1997,PC,Percentage,0,Units,,,15.30000019,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1998,1998,PC,Percentage,0,Units,,,14,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,14,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,14.80000019,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,18.20000076,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,19.29999924,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,18.5,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,17.10000038,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,16.10000038,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,16.89999962,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,16.39999962,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,17.79999924,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,17.79999924,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,18.10000038,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,18.79999924,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,18.60000038,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2013,2013,PC,Percentage,0,Units,,,19.29999924,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,17.60000038,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2015,2015,PC,Percentage,0,Units,,,16.70000076,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2016,2016,PC,Percentage,0,Units,,,15.80000019,,
POL,Poland,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2017,2017,PC,Percentage,0,Units,,,15.80000019,,
PRT,Portugal,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,1999,1999,PC,Percentage,0,Units,,,22.10000038,,
PRT,Portugal,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,20.20000076,,
PRT,Portugal,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,21.20000076,,
PRT,Portugal,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,20.5,,
PRT,Portugal,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,19.79999924,,
PRT,Portugal,ENT4,Share of women inventors,WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,17.89999962,,
